old file name,new file name,organism,phenotype,SCS,LH or M,plant or animal,within or between species,SE provided?,notes,"data type: standard, PSU, cmat",cmat (if assigned),reference,,,,,,,,,,,,
,peanut2-linoleic.acid.2.csv,Arachis hypogaea,linoleic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-linoleic.acid.3.csv,Arachis hypogaea,linoleic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-longchainFA-1.csv,Arachis hypogaea,long chain fatty acids,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-longchainFA-2.csv,Arachis hypogaea,long chain fatty acids,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-longchainFA-3.csv,Arachis hypogaea,long chain fatty acids,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-oil-ratio-1.csv,Arachis hypogaea,oil ratio,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-oil-ratio-2.csv,Arachis hypogaea,oil ratio,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-oil-ratio-3.csv,Arachis hypogaea,oil ratio,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-oleic.acid.1.csv,Arachis hypogaea,oleic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-oleic.acid.2.csv,Arachis hypogaea,oleic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-oleic.acid.3.csv,Arachis hypogaea,oleic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-palmictic.acid.1.csv,Arachis hypogaea,palmictic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-palmictic.acid.2.csv,Arachis hypogaea,palmictic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-palmictic.acid.3.csv,Arachis hypogaea,palmictic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-stearic.acid.1.csv,Arachis hypogaea,stearic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-stearic.acid.2.csv,Arachis hypogaea,stearic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,peanut2-stearic.acid.3.csv,Arachis hypogaea,stearic acid,NSC,M,plant,within,Y,,PSU,,"Aruna, R. and Nigam, S.N., 2009. Inheritance of fatty acid content and related quality traits in groundnut, Arachis hypogaea L. Journal of Oilseeds Research, 26(1), pp.10-17.",,,,,,,,,,,,
,okra-fruit-weight1.csv,Abelmoschus esculentus,fruit weight,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S. and Dhall, R.K., 2012. Inheritance of yield and yield attributes in okra (Abelmoschus esculentus (L.) moench). Annals of Horticulture, 5(2), pp.265-271.",,,,,,,,,,,,
,okra-fruit-weight2.csv,Abelmoschus esculentus,fruit weight,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S. and Dhall, R.K., 2012. Inheritance of yield and yield attributes in okra (Abelmoschus esculentus (L.) moench). Annals of Horticulture, 5(2), pp.265-271.",,,,,,,,,,,,
,okra-num-fruit-1.csv,Abelmoschus esculentus,number of fruit,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S. and Dhall, R.K., 2012. Inheritance of yield and yield attributes in okra (Abelmoschus esculentus (L.) moench). Annals of Horticulture, 5(2), pp.265-271.",,,,,,,,,,,,
,okra-num-fruit-2.csv,Abelmoschus esculentus,number of fruit,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S. and Dhall, R.K., 2012. Inheritance of yield and yield attributes in okra (Abelmoschus esculentus (L.) moench). Annals of Horticulture, 5(2), pp.265-271.",,,,,,,,,,,,
,okra-plant-height1.csv,Abelmoschus esculentus,plant height,NSC,M,plant,within,Y,,PSU,,"Aulakh, P.S. and Dhall, R.K., 2012. Inheritance of yield and yield attributes in okra (Abelmoschus esculentus (L.) moench). Annals of Horticulture, 5(2), pp.265-271.",,,,,,,,,,,,
,okra-plant-height2.csv,Abelmoschus esculentus,plant height,NSC,M,plant,within,Y,,PSU,,"Aulakh, P.S. and Dhall, R.K., 2012. Inheritance of yield and yield attributes in okra (Abelmoschus esculentus (L.) moench). Annals of Horticulture, 5(2), pp.265-271.",,,,,,,,,,,,
,okra-yield-1.csv,Abelmoschus esculentus,yield,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S. and Dhall, R.K., 2012. Inheritance of yield and yield attributes in okra (Abelmoschus esculentus (L.) moench). Annals of Horticulture, 5(2), pp.265-271.",,,,,,,,,,,,
,okra-yield-2.csv,Abelmoschus esculentus,yield,NSC,LH,plant,within,Y,,PSU,,"Aulakh, P.S. and Dhall, R.K., 2012. Inheritance of yield and yield attributes in okra (Abelmoschus esculentus (L.) moench). Annals of Horticulture, 5(2), pp.265-271.",,,,,,,,,,,,
,broad-ejaculation.csv,Cavia porcellus,ejaculation,XY,LH,animal,within,Y,,PSU,,"Broadhurst, P.L. and Jinks, J.L., 1961. Biometrical genetics and behavior: Reanalysis of published data. Psychological Bulletin, 58(5), p.337.",,,,,,,,,,,,
,broad-intromission.csv,Cavia porcellus,intromission,XY,LH,animal,within,Y,,PSU,,"Broadhurst, P.L. and Jinks, J.L., 1961. Biometrical genetics and behavior: Reanalysis of published data. Psychological Bulletin, 58(5), p.337.",,,,,,,,,,,,
,broad-mounting.csv,Cavia porcellus,mounting,XY,LH,animal,within,Y,,PSU,,"Broadhurst, P.L. and Jinks, J.L., 1961. Biometrical genetics and behavior: Reanalysis of published data. Psychological Bulletin, 58(5), p.337.",,,,,,,,,,,,
,broad-nuzzling.csv,Cavia porcellus,nuzzling,XY,LH,animal,within,Y,,PSU,,"Broadhurst, P.L. and Jinks, J.L., 1961. Biometrical genetics and behavior: Reanalysis of published data. Psychological Bulletin, 58(5), p.337.",,,,,,,,,,,,
,broad-rat-activity.csv,Rattus norvegicus,activity level,XY,LH,animal,within,Y,,PSU,,"Broadhurst, P.L. and Jinks, J.L., 1961. Biometrical genetics and behavior: Reanalysis of published data. Psychological Bulletin, 58(5), p.337.",,,,,,,,,,,,
,broad-runningtime1.csv,Mus musculus,running speed,XY,LH,animal,within,Y,,PSU,,"Broadhurst, P.L. and Jinks, J.L., 1961. Biometrical genetics and behavior: Reanalysis of published data. Psychological Bulletin, 58(5), p.337.",,,,,,,,,,,,
,broad-runningtime2.csv,Mus musculus,running speed,XY,LH,animal,within,Y,,PSU,,"Broadhurst, P.L. and Jinks, J.L., 1961. Biometrical genetics and behavior: Reanalysis of published data. Psychological Bulletin, 58(5), p.337.",,,,,,,,,,,,
,broad-sex.index.csv,Cavia porcellus,sexual activity,XY,LH,animal,within,Y,,PSU,,"Broadhurst, P.L. and Jinks, J.L., 1961. Biometrical genetics and behavior: Reanalysis of published data. Psychological Bulletin, 58(5), p.337.",,,,,,,,,,,,
,broad-timetofood.csv,Canis familiaris,time to find food,XY,LH,animal,within,Y,,PSU,,"Broadhurst, P.L. and Jinks, J.L., 1961. Biometrical genetics and behavior: Reanalysis of published data. Psychological Bulletin, 58(5), p.337.",,,,,,,,,,,,
,bean-internode.L-40-1.csv,Phaseolus vulgaris,internode length,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-internode.L-40-2.csv,Phaseolus vulgaris,internode length,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-internode.L-40-3.csv,Phaseolus vulgaris,internode length,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-internode.L-70-1.csv,Phaseolus vulgaris,internode length,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-internode.L-70-2.csv,Phaseolus vulgaris,internode length,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-internode.L-70-3.csv,Phaseolus vulgaris,internode length,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-plant.height40-1.csv,Phaseolus vulgaris,plant height,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-plant.height40-2.csv,Phaseolus vulgaris,plant height,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-plant.height40-3.csv,Phaseolus vulgaris,plant height,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-plant.height70-1.csv,Phaseolus vulgaris,plant height,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-plant.height70-2.csv,Phaseolus vulgaris,plant height,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,bean-plant.height70-3.csv,Phaseolus vulgaris,plant height,NSC,M,plant,within,N,,PSU,,"Checa, O., Ceballos, H. and Blair, M.W., 2006. Generation means analysis of climbing ability in common bean (Phaseolus vulgaris L.). Journal of Heredity, 97(5), pp.456-465.",,,,,,,,,,,,
,cotton-seed-mg1.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-mg2.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-mg3.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-mg4.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-mg5.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-mg6.csv,Gossypium hirsutum,seed weight,NSC,LH,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil-mg1.csv,Gossypium hirsutum,seed oil content,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil-mg2.csv,Gossypium hirsutum,seed oil content,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil-mg3.csv,Gossypium hirsutum,seed oil content,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil-mg4.csv,Gossypium hirsutum,seed oil content,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil-mg5.csv,Gossypium hirsutum,seed oil content,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil-mg6.csv,Gossypium hirsutum,seed oil content,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil1.csv,Gossypium hirsutum,seed oil,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil2.csv,Gossypium hirsutum,seed oil,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil3.csv,Gossypium hirsutum,seed oil,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil4.csv,Gossypium hirsutum,seed oil,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil5.csv,Gossypium hirsutum,seed oil,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cotton-seed-oil6.csv,Gossypium hirsutum,seed oil,NSC,M,plant,within,Y,,PSU,,"Dani, R.G. and Kohel, R.J., 1989. Maternal effects and generation mean analysis of seed-oil content in cotton (Gossypium hirsutum L.). Theoretical and applied genetics, 77(4), pp.569-575.",,,,,,,,,,,,
,cowpea-seed.weight.csv,Vigna unguiculata,seed size,NSC,LH,Plant,within,Y,,standard,,"Drabo, I., Redden, R., Smithson, J.B. and Aggarwal, V.D., 1984. Inheritance of seed size in cowpea (Vigna unguiculata (L.) Walp.). Euphytica, 33(3), pp.929-934.",,,,,,,,,,,,
,cotton2-bollnumber1.csv,Gossypium,boll number,NSC,LH,Plant,between,Y,,PSU,,"Esmail, R.M., 2007. Genetic analysis of yield and its contributing traits in two intra-specific cotton crosses. J. Appl. Sci. Res, 3(12), pp.2075-2080.",,,,,,,,,,,,
,cotton2-bollnumber2.csv,Gossypium,boll number,NSC,LH,Plant,between,Y,,PSU,,"Esmail, R.M., 2007. Genetic analysis of yield and its contributing traits in two intra-specific cotton crosses. J. Appl. Sci. Res, 3(12), pp.2075-2080.",,,,,,,,,,,,
,cotton2-bollweight1.csv,Gossypium,boll weight,NSC,LH,Plant,between,Y,,PSU,,"Esmail, R.M., 2007. Genetic analysis of yield and its contributing traits in two intra-specific cotton crosses. J. Appl. Sci. Res, 3(12), pp.2075-2080.",,,,,,,,,,,,
,cotton2-bollweight2.csv,Gossypium,boll weight,NSC,LH,Plant,between,Y,,PSU,,"Esmail, R.M., 2007. Genetic analysis of yield and its contributing traits in two intra-specific cotton crosses. J. Appl. Sci. Res, 3(12), pp.2075-2080.",,,,,,,,,,,,
,cotton2-daystoflower1.csv,Gossypium,days to flower,NSC,LH,Plant,between,Y,,PSU,,"Esmail, R.M., 2007. Genetic analysis of yield and its contributing traits in two intra-specific cotton crosses. J. Appl. Sci. Res, 3(12), pp.2075-2080.",,,,,,,,,,,,
,cotton2-daystoflower2.csv,Gossypium,days to flower,NSC,LH,Plant,between,Y,,PSU,,"Esmail, R.M., 2007. Genetic analysis of yield and its contributing traits in two intra-specific cotton crosses. J. Appl. Sci. Res, 3(12), pp.2075-2080.",,,,,,,,,,,,
,cotton2-lintpercent1.csv,Gossypium,lint percent,NSC,M,Plant,between,Y,,PSU,,"Esmail, R.M., 2007. Genetic analysis of yield and its contributing traits in two intra-specific cotton crosses. J. Appl. Sci. Res, 3(12), pp.2075-2080.",,,,,,,,,,,,
