add,dom,epi,file,refile,class,kingdom,domestication,trait,species,SCS,divergence,weighted,method
0.743144197,0.150447361,0.106408442,plate.num.csv,plate.num.csv,M,animal,wild,plate number,stickleback,XY,within,Y,standard
0.346644757,0,0.653355243,pltht1.csv,pltht1.csv,M,plant,domestic,plant height,Solanum melongena,NSC,within,N,PSU
0.510168109,0,0.489831891,pltht2.csv,pltht2.csv,M,plant,domestic,plant height,Solanum melongena,NSC,within,N,PSU
1,0,0,pltht3.csv,pltht3.csv,M,plant,domestic,plant height,Solanum melongena,NSC,within,N,PSU
NA,NA,NA,pltht4.csv,pltht4.csv,M,plant,domestic,plant height,Solanum melongena,NSC,within,N,PSU
0,0,1,pltht5.csv,pltht5.csv,M,plant,domestic,plant height,Solanum melongena,NSC,within,N,PSU
NA,NA,NA,pltht6.csv,pltht6.csv,M,plant,domestic,plant height,Solanum melongena,NSC,within,N,PSU
0,1,0,pm.sin.csv,pm.sin.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,between,Y,standard
1,0,0,podlen.30x19.csv,podlen.30x19.csv,LH,plant,domestic,pod length,Vigna sesquipedalis,NSC,within,N,PSU
1,0,0,podlen.30x7.csv,podlen.30x7.csv,LH,plant,domestic,pod length,Vigna sesquipedalis,NSC,within,N,PSU
1,0,0,podlen.30x8.csv,podlen.30x8.csv,LH,plant,domestic,pod length,Vigna sesquipedalis,NSC,within,N,PSU
0.225695931,0.133618844,0.640685225,podlen.7x8.csv,podlen.7x8.csv,LH,plant,domestic,pod length,Vigna sesquipedalis,NSC,within,N,PSU
1,0,0,podlen1.csv,podlen1.csv,M,plant,domestic,pod length,Vigna unguiculata,NSC,within,N,PSU
1,0,0,podlen2.csv,podlen2.csv,M,plant,domestic,pod length,Vigna unguiculata,NSC,within,N,PSU
1,0,0,podlen3.csv,podlen3.csv,M,plant,domestic,pod length,Vigna unguiculata,NSC,within,N,PSU
0,0,1,podnum1.csv,podnum1.csv,LH,plant,domestic,number of pods,Vigna unguiculata,NSC,within,N,PSU
1,0,0,podnum2.csv,podnum2.csv,LH,plant,domestic,number of pods,Vigna unguiculata,NSC,within,N,PSU
NA,NA,NA,podnum3.csv,podnum3.csv,LH,plant,domestic,number of pods,Vigna unguiculata,NSC,within,N,PSU
1,0,0,podsplant.30x19.csv,podsplant.30x19.csv,LH,plant,domestic,number of pods,Vigna sesquipedalis,NSC,within,N,PSU
0.248802516,0.751197484,0,podsplant.30x7.csv,podsplant.30x7.csv,LH,plant,domestic,number of pods,Vigna sesquipedalis,NSC,within,N,PSU
NA,NA,NA,podsplant.30x8.csv,podsplant.30x8.csv,LH,plant,domestic,number of pods,Vigna sesquipedalis,NSC,within,N,PSU
NA,NA,NA,podsplant.7x8.csv,podsplant.7x8.csv,LH,plant,domestic,number of pods,Vigna sesquipedalis,NSC,within,N,PSU
0.414087324,0,0.585912676,podwt.30x19.csv,podwt.30x19.csv,LH,plant,domestic,pod weight,Vigna sesquipedalis,NSC,within,N,PSU
1,0,0,podwt.30x7.csv,podwt.30x7.csv,LH,plant,domestic,pod weight,Vigna sesquipedalis,NSC,within,N,PSU
0.165837272,0,0.834162728,podwt.30x8.csv,podwt.30x8.csv,LH,plant,domestic,pod weight,Vigna sesquipedalis,NSC,within,N,PSU
0.407936361,0.222671004,0.369392636,podwt.7x8.csv,podwt.7x8.csv,LH,plant,domestic,pod weight,Vigna sesquipedalis,NSC,within,N,PSU
0,0,1,podyield.30x19.csv,podyield.30x19.csv,LH,plant,domestic,pod yield per plant,Vigna sesquipedalis,NSC,within,N,PSU
0.231031523,0,0.768968477,podyield.30x7.csv,podyield.30x7.csv,LH,plant,domestic,pod yield per plant,Vigna sesquipedalis,NSC,within,N,PSU
NA,NA,NA,podyield.30x8.csv,podyield.30x8.csv,LH,plant,domestic,pod yield per plant,Vigna sesquipedalis,NSC,within,N,PSU
1,0,0,podyield.7x8.csv,podyield.7x8.csv,LH,plant,domestic,pod yield per plant,Vigna sesquipedalis,NSC,within,N,PSU
1,0,0,polichaeta-sexchg.csv,polichaeta-sexchg.csv,M,animal,wild,number of chaetigerous segments at sex change,Ophryotrocha puerilis,NSC,within,Y,PSU
0.502258398,0,0.497741602,pollen_data.csv,pollen_data.csv,LH,plant,domestic,number of days from seeding to pollen shedding,Zea mays,NSC,within,Y,standard
0,0,1,pollen.csv,pollen.csv,LH,plant,wild,proportion viable pollen,"Silene latifolia, Silene diclinis",XY,between,Y,standard
NA,NA,NA,populus1-root.csv,populus1-root.csv,M,plant,wild,root fractal,"Populus angustifolia, Populus fremontii",NSC,between,Y,PSU
0.201430118,0,0.798569882,populus1-stem.csv,populus1-stem.csv,M,plant,wild,stem fractal,"Populus angustifolia, Populus fremontii",NSC,between,Y,PSU
NA,NA,NA,populus1-tanin.csv,populus1-tanin.csv,M,plant,wild,condensed tannins,"Populus angustifolia, Populus fremontii",NSC,between,Y,PSU
NA,NA,NA,prop.male.csv,prop.male.csv,LH,animal,wild,proportion of males,darter fishes,NSC,between,Y,standard
0,0,1,ps.panicle1.csv,ps.panicle1.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
0.318327042,0,0.681672958,ps.panicle2.csv,ps.panicle2.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
0,0,1,ps.panicle3.csv,ps.panicle3.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
0.323105164,0,0.676894836,ps.panicle4.csv,ps.panicle4.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
NA,NA,NA,ps.panicle5.csv,ps.panicle5.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
0,0,1,ps.panicle6.csv,ps.panicle6.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
0.146531232,0,0.853468768,R.rigidaea.csv,R.rigidaea.csv,M,plant,domestic,herbivore density,"Salix eriocephala, Salix sericea",NSC,between,Y,standard
NA,NA,NA,R.salicisbrassicoides.csv,R.salicisbrassicoides.csv,M,plant,domestic,herbivore density,"Salix eriocephala, Salix sericea",NSC,between,Y,standard
NA,NA,NA,R.sp.Ga.csv,R.sp.Ga.csv,M,plant,domestic,herbivore density,"Salix eriocephala, Salix sericea",NSC,between,Y,standard
NA,NA,NA,rabbit-bodyweight-day0.csv,rabbit-bodyweight-day0.csv,LH,animal,domestic,body weight day 0,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
NA,NA,NA,rabbit-bodyweight-day14.csv,rabbit-bodyweight-day14.csv,LH,animal,domestic,body weight day 14,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
0,0,1,rabbit-bodyweight-day21.csv,rabbit-bodyweight-day21.csv,LH,animal,domestic,body weight day 21,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
NA,NA,NA,rabbit-bodyweight-day28.csv,rabbit-bodyweight-day28.csv,LH,animal,domestic,body weight day 28,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
NA,NA,NA,rabbit-bodyweight-day35.csv,rabbit-bodyweight-day35.csv,LH,animal,domestic,body weight day 35,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
NA,NA,NA,rabbit-bodyweight-day42.csv,rabbit-bodyweight-day42.csv,LH,animal,domestic,body weight day 42,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
NA,NA,NA,rabbit-bodyweight-day49.csv,rabbit-bodyweight-day49.csv,LH,animal,domestic,body weight day 49,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
0,0,1,rabbit-bodyweight-day56.csv,rabbit-bodyweight-day56.csv,LH,animal,domestic,body weight day 56,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
0,0,1,rabbit-bodyweight-day63.csv,rabbit-bodyweight-day63.csv,LH,animal,domestic,body weight day 63,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
0,0,1,rabbit-bodyweight-day7.csv,rabbit-bodyweight-day7.csv,LH,animal,domestic,body weight day 7,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
0,0,1,rabbit-bodyweight-day70.csv,rabbit-bodyweight-day70.csv,LH,animal,domestic,body weight day 70,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
0,1,0,rabbit-bodyweight-day77.csv,rabbit-bodyweight-day77.csv,LH,animal,domestic,body weight day 77,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
0,0,1,rabbit-bodyweight-day84.csv,rabbit-bodyweight-day84.csv,LH,animal,domestic,body weight day 84,Oryctolagus cuniculus domesticus,XY,within,Y,PSU
0.518646903,0,0.481353097,rat-loco.24est.csv,rat-loco.24est.csv,M,animal,lab,"24 hour estimate, locomotor activity",rat,XY,within,Y,PSU
0.586275324,0,0.413724676,rat-loco.48est.csv,rat-loco.48est.csv,M,animal,lab,"48 hour estimate, locomotor activity",rat,XY,within,Y,PSU
0.678643411,0,0.321356589,rat-loco.4est.csv,rat-loco.4est.csv,M,animal,lab,"4 hour estimate, locomotor activity",rat,XY,within,Y,PSU
1,0,0,rat-loco.acro.csv,rat-loco.acro.csv,M,animal,lab,"acrophase, locomotor activity",rat,XY,within,Y,PSU
0.627732179,0,0.372267821,rat-loco.amp.csv,rat-loco.amp.csv,M,animal,lab,"amplitude, locomotor activity",rat,XY,within,Y,PSU
0,0,1,reprod.dros.csv,reprod.dros.csv,LH,animal,lab,age of 1st reproduction,"Drosophila madeirensis, Drosophila subobscura",XY,between,Y,standard
0,0,1,rice-branches-per-panicle.csv,rice-branches-per-panicle.csv,M,plant,domestic,branches per panicle,Oryza sativa,NSC,within,Y,PSU
0.491009132,0,0.508990868,rice-canopy.csv,rice-canopy.csv,M,plant,domestic,canopy temp,Oryza sativa,NSC,within,Y,PSU
0.334993615,0.665006385,0,rice-chlorophyll.csv,rice-chlorophyll.csv,M,plant,domestic,chlorophyll content,Oryza sativa,NSC,within,Y,PSU
0.048389653,0.366198848,0.585411499,rice-flag.area.csv,rice-flag.area.csv,M,plant,domestic,flag leaf area,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice-flower.days.csv,rice-flower.days.csv,LH,plant,domestic,days to 50% flowering,Oryza sativa,NSC,within,Y,PSU
NA,NA,NA,rice-grain.iron.csv,rice-grain.iron.csv,M,plant,domestic,grain iron content,Oryza sativa,NSC,within,Y,PSU
0.346294359,0,0.653705641,rice-grain.yield.csv,rice-grain.yield.csv,LH,plant,domestic,grain yield ,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice-grain.zinc.csv,rice-grain.zinc.csv,M,plant,domestic,grain zinc content,Oryza sativa,NSC,within,Y,PSU
0.122019127,0,0.877980873,rice-grains-per-panicle.csv,rice-grains-per-panicle.csv,LH,plant,domestic,grains per panicle,Oryza sativa,NSC,within,Y,PSU
0,0,1,rice-grains.panicle.csv,rice-grains.panicle.csv,LH,plant,domestic,grains per panicle,Oryza sativa,NSC,within,Y,PSU
NA,NA,NA,rice-harvest.index.csv,rice-harvest.index.csv,LH,plant,domestic,harvest index,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice-mature.days.csv,rice-mature.days.csv,LH,plant,domestic,days to maturity,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice-panicle.len.csv,rice-panicle.len.csv,M,plant,domestic,panicle length,Oryza sativa,NSC,within,Y,PSU
0.209737134,0,0.790262866,rice-panicles.csv,rice-panicles.csv,LH,plant,domestic,panicles per plant,Oryza sativa,NSC,within,Y,PSU
0.54956706,0,0.45043294,rice-percent-grains-per-panicle.csv,rice-percent-grains-per-panicle.csv,LH,plant,domestic,percent grains per panicle,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice-plant.height.csv,rice-plant.height.csv,M,plant,domestic,plant height,Oryza sativa,NSC,within,Y,PSU
0,0,1,rice-testwt.csv,rice-testwt.csv,M,plant,domestic,test weight (g),Oryza sativa,NSC,within,Y,PSU
1,0,0,rice2-daystoflowering1.csv,rice2-daystoflowering1.csv,LH,plant,domestic,days to flower,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice2-daystoflowering2.csv,rice2-daystoflowering2.csv,LH,plant,domestic,days to flower,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice2-freshwt1.csv,rice2-freshwt1.csv,M,plant,domestic,fresh weight,Oryza sativa,NSC,within,Y,PSU
0.712836871,0,0.287163129,rice2-freshwt2.csv,rice2-freshwt2.csv,M,plant,domestic,fresh weight,Oryza sativa,NSC,within,Y,PSU
0.557696957,0,0.442303043,rice2-grainyieldperplant1.csv,rice2-grainyieldperplant1.csv,LH,plant,domestic,grain yield,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice2-grainyieldperplant2.csv,rice2-grainyieldperplant2.csv,LH,plant,domestic,grain yield ,Oryza sativa,NSC,within,Y,PSU
0.386129157,0,0.613870843,rice2-harvestindex1.csv,rice2-harvestindex1.csv,LH,plant,domestic,harvest index,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice2-harvestindex2.csv,rice2-harvestindex2.csv,LH,plant,domestic,harvest index,Oryza sativa,NSC,within,Y,PSU
0,0,1,rice2-lengthofpanicle1.csv,rice2-lengthofpanicle1.csv,M,plant,domestic,length of panicle,Oryza sativa,NSC,within,Y,PSU
0,0,1,rice2-lengthofpanicle2.csv,rice2-lengthofpanicle2.csv,M,plant,domestic,length of panicle,Oryza sativa,NSC,within,Y,PSU
0,0,1,rice2-numberoftillers1.csv,rice2-numberoftillers1.csv,M,plant,domestic,number of tillers,Oryza sativa,NSC,within,Y,PSU
0,0,1,rice2-numberoftillers2.csv,rice2-numberoftillers2.csv,M,plant,domestic,number of tillers,Oryza sativa,NSC,within,Y,PSU
0.532731612,0,0.467268388,rice2-plantheight1.csv,rice2-plantheight1.csv,M,plant,domestic,plant height,Oryza sativa,NSC,within,Y,PSU
0.522283396,0,0.477716604,rice2-plantheight2.csv,rice2-plantheight2.csv,M,plant,domestic,plant height,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice2-rg1.csv,rice2-rg1.csv,M,plant,domestic,leaf discoloration red-green,Oryza sativa,NSC,within,Y,PSU
0.556061855,0,0.443938145,rice2-rg2.csv,rice2-rg2.csv,M,plant,domestic,leaf discoloration red-green,Oryza sativa,NSC,within,Y,PSU
NA,NA,NA,rice2-root.len1.csv,rice2-root.len1.csv,M,plant,domestic,root length,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice2-root.len2.csv,rice2-root.len2.csv,M,plant,domestic,root length,Oryza sativa,NSC,within,Y,PSU
0,0.400001552,0.599998448,rice2-shoot.len1.csv,rice2-shoot.len1.csv,M,plant,domestic,shoot length,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice2-shoot.len2.csv,rice2-shoot.len2.csv,M,plant,domestic,shoot length,Oryza sativa,NSC,within,Y,PSU
0.531438003,0,0.468561997,rice2-strawyieldperplant1.csv,rice2-strawyieldperplant1.csv,LH,plant,domestic,straw yield per plant,Oryza sativa,NSC,within,Y,PSU
1,0,0,rice2-strawyieldperplant2.csv,rice2-strawyieldperplant2.csv,LH,plant,domestic,straw yield per plant,Oryza sativa,NSC,within,Y,PSU
0,0,1,root.drywt.csv,root.drywt.csv,M,plant,domestic,root dry weight (gm),Zea mays,NSC,within,N,PSU
0,0,1,rootwt.csv,rootwt.csv,M,plant,wild,root fresh weight (g),Desmodium sandwicense,NSC,within,Y,PSU
0,0,1,s.anthesis1.csv,s.anthesis1.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
0,0,1,s.anthesis2.csv,s.anthesis2.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
NA,NA,NA,s.anthesis3.csv,s.anthesis3.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
NA,NA,NA,s.anthesis4.csv,s.anthesis4.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
0,0,1,s.panicle1.csv,s.panicle1.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
NA,NA,NA,s.panicle2.csv,s.panicle2.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
0,0,1,s.panicle3.csv,s.panicle3.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
1,0,0,s.panicle4.csv,s.panicle4.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
0,1,0,s.panicle5.csv,s.panicle5.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
NA,NA,NA,s.panicle6.csv,s.panicle6.csv,M,plant,domestic,plant height,Pennisetum typhoides,NSC,within,N,PSU
1,0,0,salmonL.1-16-3.csv,salmonL.1-16-3.csv,M,animal,wild,length ,Onchorhynchus kisutch,XY,within,Y,cmat
1,0,0,salmonL.10-21-3.csv,salmonL.10-21-3.csv,M,animal,wild,length ,Onchorhynchus kisutch,XY,within,Y,cmat
0.875,0,0.125,salmonL.10-29-2.csv,salmonL.10-29-2.csv,M,animal,wild,length ,Onchorhynchus kisutch,XY,within,Y,cmat
1,0,0,salmonL.2-1-3.csv,salmonL.2-1-3.csv,M,animal,wild,length ,Onchorhynchus kisutch,XY,within,Y,cmat
0.602502874,0.397497126,0,salmonL.4-15-2.csv,salmonL.4-15-2.csv,M,animal,wild,length ,Onchorhynchus kisutch,XY,within,Y,cmat
1,0,0,salmonL.6-28-3.csv,salmonL.6-28-3.csv,M,animal,wild,length ,Onchorhynchus kisutch,XY,within,Y,cmat
0,1,0,salmonL.6-5-2.csv,salmonL.6-5-2.csv,M,animal,wild,length ,Onchorhynchus kisutch,XY,within,Y,cmat
0.280674634,0.719325366,0,salmonL.7-24-2.csv,salmonL.7-24-2.csv,M,animal,wild,length ,Onchorhynchus kisutch,XY,within,Y,cmat
1,0,0,salmonW.1-16-3.csv,salmonW.1-16-3.csv,M,animal,wild,width,Onchorhynchus kisutch,XY,within,Y,cmat
1,0,0,salmonW.10-21-3.csv,salmonW.10-21-3.csv,M,animal,wild,width,Onchorhynchus kisutch,XY,within,Y,cmat
1,0,0,salmonW.10-29-2.csv,salmonW.10-29-2.csv,M,animal,wild,width,Onchorhynchus kisutch,XY,within,Y,cmat
1,0,0,salmonW.2-1-3.csv,salmonW.2-1-3.csv,M,animal,wild,width,Onchorhynchus kisutch,XY,within,Y,cmat
1,0,0,salmonW.2-26-1.csv,salmonW.2-26-1.csv,M,animal,wild,width,Onchorhynchus kisutch,XY,within,Y,cmat
0.50848522,0.49151478,0,salmonW.4-15-2.csv,salmonW.4-15-2.csv,M,animal,wild,width,Onchorhynchus kisutch,XY,within,Y,cmat
1,0,0,salmonW.6-28-3.csv,salmonW.6-28-3.csv,M,animal,wild,width,Onchorhynchus kisutch,XY,within,Y,cmat
0,1,0,salmonW.6-5-2.csv,salmonW.6-5-2.csv,M,animal,wild,width,Onchorhynchus kisutch,XY,within,Y,cmat
0,1,0,salmonW.7-24-2.csv,salmonW.7-24-2.csv,M,animal,wild,width,Onchorhynchus kisutch,XY,within,Y,cmat
0,1,0,sec.root.csv,sec.root.csv,M,plant,domestic,number of secondary roots,Zea mays,NSC,within,N,PSU
NA,NA,NA,second.branches.csv,second.branches.csv,M,plant,domestic,number of secondary branches,Brassica juncea,NSC,within,N,standard
0.483031271,0,0.516968729,seed.beetle-bean-fem.csv,seed.beetle-bean-fem.csv,LH,animal,wild,"longevity, reared on bean",Acanthoscelides obtectus,XY,within,Y,PSU
0,0.582137684,0.417862316,seed.beetle-bean-male.csv,seed.beetle-bean-male.csv,LH,animal,wild,"longevity, reared on bean",Acanthoscelides obtectus,XY,within,Y,PSU
0.283131944,0,0.716868056,seed.beetle-peas-fem.csv,seed.beetle-peas-fem.csv,LH,animal,wild,"longevity, reared on chickpea",Acanthoscelides obtectus,XY,within,Y,PSU
0.09415647,0,0.90584353,seed.beetle-peas-male.csv,seed.beetle-peas-male.csv,LH,animal,wild,"longevity, reared on chickpea",Acanthoscelides obtectus,XY,within,Y,PSU
NA,NA,NA,seed.fruit.A.csv,seed.fruit.A.csv,LH,plant,wild,seeds per fruit,Campanulastrum americanum,NSC,within,Y,PSU
1,0,0,seed.fruit.B.csv,seed.fruit.B.csv,LH,plant,wild,seeds per fruit,Campanulastrum americanum,NSC,within,Y,PSU
NA,NA,NA,seed.fruit.C.csv,seed.fruit.C.csv,LH,plant,wild,seeds per fruit,Campanulastrum americanum,NSC,within,Y,PSU
NA,NA,NA,seed.fruit.D.csv,seed.fruit.D.csv,LH,plant,wild,seeds per fruit,Campanulastrum americanum,NSC,within,Y,PSU
NA,NA,NA,seed.fruit.E.csv,seed.fruit.E.csv,LH,plant,wild,seeds per fruit,Campanulastrum americanum,NSC,within,Y,PSU
0.320708076,0,0.679291924,seed.fruit.F.csv,seed.fruit.F.csv,LH,plant,wild,seeds per fruit,Campanulastrum americanum,NSC,within,Y,PSU
0.673981191,0.081504702,0.244514107,seed.height.csv,seed.height.csv,LH,plant,domestic,seed height,Phaseolus vulgaris,NSC,within,Y,PSU
1,0,0,seed.length.csv,seed.length.csv,LH,plant,domestic,seed length,Phaseolus vulgaris,NSC,within,Y,PSU
0,0,1,seed.mf.csv,seed.mf.csv,LH,plant,domestic,seed number,Pisum sativum,NSC,within,Y,PSU
NA,NA,NA,seed.product.csv,seed.product.csv,LH,plant,domestic,herbivore density,"Salix eriocephala, Salix sericea",NSC,between,Y,standard
NA,NA,NA,seed.sylvia.csv,seed.sylvia.csv,LH,plant,domestic,seed number ,Pisum sativum,NSC,within,Y,PSU
0.785405711,0,0.214594289,seed.weight.csv,seed.weight.csv,LH,plant,domestic,seed weight,Phaseolus vulgaris,NSC,within,Y,PSU
0.640299425,0,0.359700575,seed.width.csv,seed.width.csv,LH,plant,domestic,seed width,Phaseolus vulgaris,NSC,within,Y,PSU
0.062417504,0.342326852,0.595255644,seedht1.csv,seedht1.csv,M,plant,domestic,seedling height,Secale cereale,NSC,within,N,PSU
0,0,1,seedht2.csv,seedht2.csv,M,plant,domestic,seedling height,Secale cereale,NSC,within,N,PSU
0.086611322,0,0.913388678,seedht3.csv,seedht3.csv,M,plant,domestic,seedling height,Secale cereale,NSC,within,N,PSU
NA,NA,NA,seedht4.csv,seedht4.csv,M,plant,domestic,seedling height,Secale cereale,NSC,within,N,PSU
0.144415844,0.855584156,0,seedht5.csv,seedht5.csv,M,plant,domestic,seedling height,Secale cereale,NSC,within,N,PSU
0,0,1,seednum1.csv,seednum1.csv,LH,plant,domestic,number of seeds per pod,Vigna unguiculata,NSC,within,N,PSU
NA,NA,NA,seednum2.csv,seednum2.csv,LH,plant,domestic,number of seeds per pod,Vigna unguiculata,NSC,within,N,PSU
NA,NA,NA,seednum3.csv,seednum3.csv,LH,plant,domestic,number of seeds per pod,Vigna unguiculata,NSC,within,N,PSU
1,0,0,seeds.30x19.csv,seeds.30x19.csv,LH,plant,domestic,seeds per pod,Vigna sesquipedalis,NSC,within,N,PSU
1,0,0,seeds.30x7.csv,seeds.30x7.csv,LH,plant,domestic,seeds per pod,Vigna sesquipedalis,NSC,within,N,PSU
0,0,1,seeds.30x8.csv,seeds.30x8.csv,LH,plant,domestic,seeds per pod,Vigna sesquipedalis,NSC,within,N,PSU
NA,NA,NA,seeds.7x8.csv,seeds.7x8.csv,LH,plant,domestic,seeds per pod,Vigna sesquipedalis,NSC,within,N,PSU
0.605679931,0,0.394320069,seedweight.data.csv,seedweight.data.csv,LH,plant,domestic,seed weight,Lima bean,NSC,within,Y,standard
1,0,0,seedwt.30x19.csv,seedwt.30x19.csv,LH,plant,domestic,seed weight,Vigna sesquipedalis,NSC,within,N,PSU
0.411764706,0,0.588235294,seedwt.30x7.csv,seedwt.30x7.csv,LH,plant,domestic,seed weight,Vigna sesquipedalis,NSC,within,N,PSU
0.271957106,0,0.728042894,seedwt.30x8.csv,seedwt.30x8.csv,LH,plant,domestic,seed weight,Vigna sesquipedalis,NSC,within,N,PSU
0.040229885,0.408045977,0.551724138,seedwt.7x8.csv,seedwt.7x8.csv,LH,plant,domestic,seed weight,Vigna sesquipedalis,NSC,within,N,PSU
0,0,1,seedwt.A.csv,seedwt.A.csv,LH,plant,wild,seed weight,Campanulastrum americanum,NSC,within,Y,PSU
NA,NA,NA,seedwt.B.csv,seedwt.B.csv,LH,plant,wild,seed weight,Campanulastrum americanum,NSC,within,Y,PSU
NA,NA,NA,seedwt.C.csv,seedwt.C.csv,LH,plant,wild,seed weight,Campanulastrum americanum,NSC,within,Y,PSU
NA,NA,NA,seedwt.D.csv,seedwt.D.csv,LH,plant,wild,seed weight,Campanulastrum americanum,NSC,within,Y,PSU
NA,NA,NA,seedwt.E.csv,seedwt.E.csv,LH,plant,wild,seed weight,Campanulastrum americanum,NSC,within,Y,PSU
NA,NA,NA,seedwt.F.csv,seedwt.F.csv,LH,plant,wild,seed weight,Campanulastrum americanum,NSC,within,Y,PSU
1,0,0,seedwt1.csv,seedwt1.csv,LH,plant,domestic,100-seed weight,Vigna unguiculata,NSC,within,N,PSU
NA,NA,NA,seedwt2.csv,seedwt2.csv,LH,plant,domestic,100-seed weight,Vigna unguiculata,NSC,within,N,PSU
0,1,0,seedwt3.csv,seedwt3.csv,LH,plant,domestic,100-seed weight,Vigna unguiculata,NSC,within,N,PSU
0.313726498,0,0.686273502,selfability.csv,selfability.csv,LH,plant,wild,distance from stigma to anthers ,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
